EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-85173461557,"Hünermund, E.","Sandoz A/S, Copenhagen S, Denmark",Founder's Financial Knowledge and the New Firm's Ability to Obtain Debt Financing,2024,Denmark,,,3,Copenhagen University (assuming it's a reference to the University of Copenhagen)
2-s2.0-85173429737,"Perry, J.M.","Department of Psychology, Birmingham City University, Birmingham, West Midlands, United Kingdom",Determinants of UK students' financial anxiety amidst COVID-19: Financial literacy and attitudes towards debt,2024,United Kingdom,1001-1200,,1,Birmingham City University
2-s2.0-85171421185,"Pak, T.-Y.","Department of Consumer Science and Convergence Program for Social Innovation, Sungkyunkwan University, Seoul, South Korea",Financial socialization and financial well-being in early adulthood: The mediating role of financial capability,2024,South Korea,79,,1,Sungkyunkwan University
2-s2.0-85171421185,"Fan, L.","Department of Financial Planning, College of Family & Consumer Sciences, Athens, GA, United States",Financial socialization and financial well-being in early adulthood: The mediating role of financial capability,2024,United States,,,2,University of Georgia
2-s2.0-85162014734,"Brooks, C.","Department of Accounting and Finance, University of Bristol, Bristol, United Kingdom",People are people: A comparative analysis of risk attitudes across Europe,2024,United Kingdom,55,,1,University of Bristol
2-s2.0-85162014734,"Williams, L.","Henley Business School, Reading, Berkshire, United Kingdom",People are people: A comparative analysis of risk attitudes across Europe,2024,United Kingdom,,383,2,Henley Business School
2-s2.0-105018053133,"Veena, S.","Department of Management Studies, Pondicherry University, Puducherry, PY, India",Objectives of Investment: A Ranking Perspective,2024,India,1201-1400,,1,Pondicherry University
2-s2.0-85203708245,"Husaeni, U.A.","Universitas Suryakancana, Cianjur, West Java, Indonesia",Determinants of Public Investment Decision in Forex Robots Trading: Evidence from Indonesia,2024,Indonesia,=237,,1,Universitas Suryakancana
2-s2.0-85203708245,"Priyatno, D.","Bandung Law School, Bandung, Indonesia",Determinants of Public Investment Decision in Forex Robots Trading: Evidence from Indonesia,2024,Indonesia,,,2,"Bandung Institute of Technology (Assuming 'Bandung' refers to the city where the law school is located and it's part of a larger university, as 'Bandung Institute of Technology' is a well-known university in Bandung, Indonesia.)"
2-s2.0-85203708245,"Paminto, S.R.","Universitas Suryakancana, Cianjur, West Java, Indonesia",Determinants of Public Investment Decision in Forex Robots Trading: Evidence from Indonesia,2024,Indonesia,=237,,3,Universitas Suryakancana
2-s2.0-85203708245,"Syaddad, H.N.","Universitas Suryakancana, Cianjur, West Java, Indonesia",Determinants of Public Investment Decision in Forex Robots Trading: Evidence from Indonesia,2024,Indonesia,=237,,4,Universitas Suryakancana
2-s2.0-85201722369,"Civelek, M.","European Centre for Business Research, Pan-European University, Ostrava, Czech Republic",From intention to action: Understanding bank credit access through the lens of the theory of planned behavior,2024,Czech Republic,1201-1400,,1,Pan-European University
2-s2.0-85201722369,"Ključnikova, J.","Tomas Bata University in Zlin, Zlin, Zlin Region, Czech Republic",From intention to action: Understanding bank credit access through the lens of the theory of planned behavior,2024,Czech Republic,1001-1200,,2,Tomas Bata University
2-s2.0-85201722369,"Kloudová, J.","Pan-European University, Ostrava, Czech Republic",From intention to action: Understanding bank credit access through the lens of the theory of planned behavior,2024,Czech Republic,1201-1400,,3,Pan-European University
2-s2.0-85195496318,"Sumarno, S.","Universitas Riau, Pekanbaru, Riau, Indonesia",The analysis of the RBL-STEM application in improving student financial literacy in controlling consumptive behavior,2024,Indonesia,=237,,1,Universitas Riau
2-s2.0-85195496318,"Gimin, G.","CGANT-University of Jember, Jember, Indonesia",The analysis of the RBL-STEM application in improving student financial literacy in controlling consumptive behavior,2024,Indonesia,1401+,,2,University of Jember
2-s2.0-85212300945,"Esteban-Ramiro, B.E.","Facultad de Ciencias Sociales y Tecnologías de la Información, Universidad de Castilla-La Mancha, Ciudad Real, Castile-La Mancha, Spain",Innovating in traditional and disruptive economics; Innovando en economía tradicional y disruptiva,2024,Spain,951-1000,,1,Universidad de Castilla-La Mancha
2-s2.0-85212300945,"Abuín-Penas, J.","Universidade de Vigo, Vigo, Galicia, Spain",Innovating in traditional and disruptive economics; Innovando en economía tradicional y disruptiva,2024,Spain,901-950,,2,Universidade de Vigo
2-s2.0-85205919538,"Moreno López, W.","Corporación Universitaria de Asturias, Bogota, Colombia",Finance Education from the human development Theory: a conceptual contribution to the management of the SDG; Educación financiera desde la Teoría del desarrollo humano: un aporte conceptual para la gestión de los ODS,2024,Colombia,,,1,Universidad de Asturias
2-s2.0-85205919538,"Villarreal Cerquera, D.T.","Corporación Universitaria del Huila - CORHUILA, Colombia",Finance Education from the human development Theory: a conceptual contribution to the management of the SDG; Educación financiera desde la Teoría del desarrollo humano: un aporte conceptual para la gestión de los ODS,2024,Colombia,,,2,CORHUILA
2-s2.0-85200336712,"Pambekti, G.T.","Department of Sharia Accounting, Universitas Islam Negeri Sunan Kalijaga, Yogyakarta, Yogyakarta, Indonesia","UNLOCKING GREEN PRODUCTIVITY THROUGH GREEN LENDING, DIGITALISATION AND FINANCIAL LITERACY",2024,Indonesia,=237,,1,Universitas Islam Negeri Sunan Kalijaga
2-s2.0-85200336712,"Lestari, I.P.","Program Study of the Islamic Economics and Halal Industry, Universitas Gadjah Mada, Yogyakarta, Yogyakarta, Indonesia","UNLOCKING GREEN PRODUCTIVITY THROUGH GREEN LENDING, DIGITALISATION AND FINANCIAL LITERACY",2024,Indonesia,=237,,2,Universitas Gadjah Mada
2-s2.0-85191795738,"Salas-Velasco, M.","Department of Applied Economics, Universidad de Granada, Granada, Granada, Spain",Attitudes of college seniors toward graduate student loan debt: the role of financial education,2024,Spain,1001-1200,,1,Universidad de Granada
2-s2.0-85170573218,"Ahmad, Z.","Department of Marketing, Universiti Malaya, Kuala Lumpur, Malaysia",Does female descendent entrepreneur's self-compassion and financial literacy matter for succession success?,2024,Malaysia,=65,,1,Universiti Malaya
2-s2.0-85170573218,"Sharif, S.","School of Business and Management Sciences, Minhaj University Lahore, Lahore, Punjab, Pakistan",Does female descendent entrepreneur's self-compassion and financial literacy matter for succession success?,2024,Pakistan,741-750,,2,Minhaj University Lahore
2-s2.0-85170573218,"Ahmad, I.","Hailey College of Banking & Finance, Lahore, Punjab, Pakistan",Does female descendent entrepreneur's self-compassion and financial literacy matter for succession success?,2024,Pakistan,,,3,Punjab University (assuming Hailey College is a constituent college)
2-s2.0-85170573218,"Abbas, S.M.W.","Bahauddin Zakariya University, Multan, Punjab, Pakistan",Does female descendent entrepreneur's self-compassion and financial literacy matter for succession success?,2024,Pakistan,1201-1400,,4,Bahauddin Zakariya University
2-s2.0-85170573218,"Shaheen, M.","Riphah International University, Islamabad, Pakistan",Does female descendent entrepreneur's self-compassion and financial literacy matter for succession success?,2024,Pakistan,651-660,,5,Riphah International University
2-s2.0-85184258007,"Arjun, T.P.","Department of Commerce, Central University of Tamil Nadu, Thiruvarur, TN, India",Defining and measuring financial literacy in the Indian context: a systematic literature review,2024,India,=407,,1,Central University of Tamil Nadu
2-s2.0-85201645034,"Al-Zaimoor, N.","University of Bahrain, Zallaq, Bahrain",THE IMPACT OF AUDIT COMMITTEE FEATURES ON FIRM PERFORMANCE – EMPIRICAL EVIDENCE FROM GCC COUNTRIES; WPŁYW CECH KOMITETU AUDYTOWEGO NA WYNIKI PRZEDSIĘBIORSTWA – DOWODY EMPIRYCZNE Z KRAJÓW GCC,2024,Bahrain,951-1000,,1,University of Bahrain
2-s2.0-85202053941,"Espiritu, D.J.","City Colleges of Chicago, Chicago, IL, United States","A Multidimensional Approach to Providing Excellent FYE that Increases Belonging, Retention, and Success of Engineering Students",2024,United States,,,1,City Colleges of Chicago
2-s2.0-85202014384,"Zilouchian, A.","Florida Atlantic University, Boca Raton, FL, United States",Empowering Hispanic Students in STEM through Financial Literacy,2024,United States,1201-1400,Top 7%,1,Florida Atlantic University
2-s2.0-85198097871,"Pasvenskiene, A.","Faculty of Law, Vytautas Magnus University, Kaunas, Kaunas, Lithuania",Empowering consumers: Unlocking financial education within EU law,2024,Lithuania,801-850,,1,Vytautas Magnus University
2-s2.0-85198097871,"Veršinskas, T.","Vytautas Magnus University, Kaunas, Kaunas, Lithuania",Empowering consumers: Unlocking financial education within EU law,2024,Lithuania,801-850,,2,Vytautas Magnus University
2-s2.0-85177180354,"Lopez, I.","Department of Finance, Universiti Malaya, Kuala Lumpur, Malaysia",Saving behaviour determinants of Malaysia’s generation Y: an application of the integrated behavioural model,2024,Malaysia,=65,,1,Universiti Malaya
2-s2.0-85177180354,"Mahdzan, N.S.","Department of Economics and Finance, University of Sharjah, Sharjah, Sharjah, United Arab Emirates",Saving behaviour determinants of Malaysia’s generation Y: an application of the integrated behavioural model,2024,United Arab Emirates,290,,2,University of Sharjah
2-s2.0-85201445738,"Sayari, K.S.","Al Zahra College for Women, Muttrah, Oman",Role of Financial Literacy in Maximizing the Impact of Decentralized Finance on Financial Inclusion,2024,Oman,,,1,"Al Zahra University (Women's Branch, Muttrah) implies that the university in question might be named 'Al Zahra University'. However, without explicit confirmation, it is difficult to state with certainty. So, in this case, the answer would be 'Al Zahra'."
2-s2.0-85176262143,"Kandpal, V.","University of Petroleum and Energy Studies, Dehradun, UK, India",Dimensions of financial inclusion in India: a qualitative analysis of bankers perspective,2024,India,901-950,,1,University of Petroleum and Energy Studies
2-s2.0-85186217454,"Okello Candiya Bongomin, G.","Faculty of Graduate Studies and Research, Makerere University Business School, Kampala, Uganda",Credit counselling: a contemporary strategy for survival of micro small and medium-sized enterprises in under-developed financial markets post COVID-19 pandemic,2024,Uganda,951-1000,,1,Makerere University
2-s2.0-85186217454,"Chrysostome, E.","Ivey Business School, London, ON, Canada",Credit counselling: a contemporary strategy for survival of micro small and medium-sized enterprises in under-developed financial markets post COVID-19 pandemic,2024,Canada,,,2,Ivey
2-s2.0-85186217454,"Nkongolo-Bakenda, J.-M.","Faculty of Business Administration, University of Regina, Regina, SK, Canada",Credit counselling: a contemporary strategy for survival of micro small and medium-sized enterprises in under-developed financial markets post COVID-19 pandemic,2024,Canada,1001-1200,Top 8%,3,University of Regina
2-s2.0-85186217454,"Yourougou, P.","Institut National Polytechnique Félix Houphouët-Boigny (INPHB), Yamoussoukro, Croatia",Credit counselling: a contemporary strategy for survival of micro small and medium-sized enterprises in under-developed financial markets post COVID-19 pandemic,2024,Croatia,,,4,INPHB
2-s2.0-85196510248,"Santos, A.","Universidade da Madeira, Funchal, Portugal",Financial DreamScape: Puzzle Narrative Games for Financial Education,2024,Portugal,,,1,Universidade da Madeira
2-s2.0-85196510248,"Freitas, C.","Instituto Superior Técnico, Lisbon, Lisbon, Portugal",Financial DreamScape: Puzzle Narrative Games for Financial Education,2024,Portugal,,,2,Instituto Superior Técnico
