EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-85206680108,"Wang, Y.","Guangzhou City University of Technology, Guangzhou, Guangdong, China",Reconstruction of Course Teaching Content Under the Dual Drive of “Subject Competition + CDIO Concept”,2024,China,guangzhou city university of technology guangzhou guangdong china,china,
2-s2.0-85206676607,"Saukkonen, J.","Jyväskylän ammattikorkeakoulu, Jyvaskyla, Finland",Using T2-Capability Profile Modelling to Anticipate Change and Development: Bridging the Industry and Higher Education Views,2024,Finland,jyväskylän ammattikorkeakoulu jyvaskyla finland,finland,
2-s2.0-85206537845,"Khandelwal, A.","ISBR Business School, Bengaluru, KA, India",Financial literacy and operational decisions: insights from the entrepreneurs of food service industry,2024,India,isbr business bengaluru ka india,india,
2-s2.0-85206212912,"Yuvaraj, D.","VIT Business School, Vellore, TN, India",The Effects of Past Behavioral Bias on Mutual Fund Investors Intention: Examining the Moderating Impact of Knowledge,2024,India,vit business vellore tn india,india,
2-s2.0-85205993162,"Dignam, C.","North Central College, Naperville, IL, United States",Discovering prompt engineering: A qualitative study of nonexpert teachers’ interactions with ChatGPT,2024,United States,north central college naperville il united states,united states,
2-s2.0-85205936700,"Alam, N.","Department of Economics and Finance, Dhofar University, Salalah, Dhofar, Oman",Identifying the approach to financial sustainability: Navigating the complexities of earning and spending,2024,Oman,dhofar university salalah dhofar oman,oman,
2-s2.0-85205936700,"Khan, M.S.","College of Economics and Business Administration, University of Technology and Applied Sciences Salalah, Salalah, Dhofar, Oman",Identifying the approach to financial sustainability: Navigating the complexities of earning and spending,2024,Oman,college of economics and business administration university of technology and applied sciences salalah salalah dhofar oman,oman,
2-s2.0-85205936700,"Azad, I.","Department of General Requirements, University of Technology and Applied Sciences Suhar, Sohar, Al Batinah, Oman",Identifying the approach to financial sustainability: Navigating the complexities of earning and spending,2024,Oman,university of technology and applied sciences suhar sohar al batinah oman,oman,
2-s2.0-85205905625,"Woolley, P.A.","Department of Anesthesiology, Harvard Medical School, Boston, MA, United States",Integrating a Personal Finance Workshop to Enhance Financial Literacy Among Senior Medical Students: A Single Institution’s Experience,2024,United States,harvard medical boston ma united states,united states,
2-s2.0-85205905625,"Kendall, M.C.","The Warren Alpert Medical School, Providence, RI, United States",Integrating a Personal Finance Workshop to Enhance Financial Literacy Among Senior Medical Students: A Single Institution’s Experience,2024,United States,the warren alpert medical providence ri united states,united states,
2-s2.0-85205880030,"Idziak, E.","Kazimierz Wielki University in Bydgoszcz, Bydgoszcz, KP, Poland",Tech titans: Generation Z’s role in the FinTech evolution,2024,Poland,kazimierz wielki university in bydgoszcz bydgoszcz kp poland,poland,
2-s2.0-85205880030,"Kurucz, A.","Higher Education Institution, Vilnius, Lithuania",Tech titans: Generation Z’s role in the FinTech evolution,2024,Lithuania,higher education institution vilnius lithuania,lithuania,
2-s2.0-85205784179,"Nath, S.","Department of Humanities and Social Sciences, National Institute of Technology Silchar, Silchar, AS, India",What determines women empowerment in India? A capability-based approach,2024,India,national silchar as india,india,
2-s2.0-85205721622,"Bulychev, S.N.","Moscow Aviation Institute (National Research University), Moscow, Moscow Oblast, Russian Federation",Review of Occupational Safety Software Suites,2024,Russian Federation,moscow aviation moscow moscow oblast russian federation,russian federation,
2-s2.0-85205711019,"Arzhenovskiy, S.","The Central Bank of the Russian Federation, Moscow, Moscow Oblast, Russian Federation",Household savings through the prism of behavioral characteristics; Сбережения домашних хозяйств через призму поведенческих характеристик,2024,Russian Federation,the central bank of the russian federation moscow moscow oblast russian federation,russian federation,
2-s2.0-85205701495,"Karin, K.","Faculty of Science, Buriram Rajabhat University, Buriram, Buriram, Thailand",Economic and social impacts of household debt traps on quality of life and solutions for agriculturists in Buriram province,2024,Thailand,buriram rajabhat university buriram buriram thailand,thailand,
2-s2.0-85205669810,"Csiszárik, V.","Táncsics Mihály High School, Dabas, Hungary",Generational differences in payment habits and solutions in the digital space,2024,Hungary,táncsics mihály high dabas hungary,hungary,
2-s2.0-85205663427,"Santistevan-Villacreses, K.L.","Rectoría Centro Sur, Corporación Universitaria Minuto de Dios, Bogota, Colombia",Strategic model for strengthening smes: An empirical study based on porter’s five forces,2024,Colombia,rectoría centro sur corporación universitaria minuto de dios bogota colombia,colombia,
2-s2.0-85205572146,"Hu, L.","School of Economics, Anhui University of Finance and Economics, Bengbu, China",Digital Financial Inclusion and Poverty-Alleviation Resilience of Chinese Rural Households,2024,China,anhui university of finance and economics bengbu china,china,
2-s2.0-85205572146,"Sheng, D.","Urban and Rural Development Research Center, Anhui University of Finance and Economics, Bengbu, China",Digital Financial Inclusion and Poverty-Alleviation Resilience of Chinese Rural Households,2024,China,urban and rural development research anhui university of finance and economics bengbu china,china,
2-s2.0-85205572146,"Ni, G.","School of Economics, Beijing Technology and Business University, Beijing, Beijing, China",Digital Financial Inclusion and Poverty-Alleviation Resilience of Chinese Rural Households,2024,China,beijing technology and business university beijing beijing china,china,
2-s2.0-85205223937,"Bejaković, P.","Faculty of Economics & Business, Zagreb, Zagreb, Croatia",Social Exclusion and Private Over-indebtedness in the EU; SOCIJALNA ISKLJUČENOST I PRIVATNA PREZADUŽENOST U EU,2024,Croatia,zagreb zagreb croatia,croatia,
2-s2.0-85205112781,"Kuzina, O.E.","HSE University, Moscow, Russian Federation",Financial literacy of Russians: The relationship with socio-demographic and psychological characteristics,2024,Russian Federation,hse university moscow russian federation,russian federation,
2-s2.0-85204907294,"Afrida, Y.","State Islamic Institute (IAIN) of West Borneo Indonesia, West Jakarta, Indonesia",Economic empowerment of unbanked women through financial inclusion in Indonesia,2024,Indonesia,state islamic west jakarta indonesia,indonesia,
2-s2.0-85204881026,"Nemeth, E.","Budapesti Metropolitan Egyetem, Budapest, Hungary",Financial security in Hungary: A dual perspective analysis of the 2023 OECD survey results; Pénzügyi biztonság Magyarországon: a 2023-as OECD-felmérés eredményeinek kettős nézőpontú elemzése,2024,Hungary,budapesti metropolitan egyetem budapest hungary,hungary,
2-s2.0-85204881026,"Kálmán, K.B.","Budapesti Metropolitan Egyetem, Budapest, Hungary",Financial security in Hungary: A dual perspective analysis of the 2023 OECD survey results; Pénzügyi biztonság Magyarországon: a 2023-as OECD-felmérés eredményeinek kettős nézőpontú elemzése,2024,Hungary,budapesti metropolitan egyetem budapest hungary,hungary,
2-s2.0-85204881026,"Malatyinszki, M.","Kodolányi János Egyetem, Hungary",Financial security in Hungary: A dual perspective analysis of the 2023 OECD survey results; Pénzügyi biztonság Magyarországon: a 2023-as OECD-felmérés eredményeinek kettős nézőpontú elemzése,2024,Hungary,kodolányi jános egyetem hungary,hungary,
2-s2.0-85204780640,"Koffi, M.V.","Department of Economics, Université Alassane Ouattara, Bouake, Vallee du Bandama, Cote d'Ivoire",Level of education and financial inclusion in the West African Economic and Monetary Union (WAEMU),2024,Cote d'Ivoire,university alassane ouattara bouake vallee du bandama cote d'ivoire,cote d'ivoire,
2-s2.0-85204780640,"Kouadio, K.A.A.","Department of Economics, Jean Lorougnon Guédé University, Daloa, BP, Cote d'Ivoire",Level of education and financial inclusion in the West African Economic and Monetary Union (WAEMU),2024,Cote d'Ivoire,jean lorougnon guédé university daloa bp cote d'ivoire,cote d'ivoire,
2-s2.0-85204765064,"Ankrah, S.T.","School of Management and Economics of UESTC, Chengdu, Sichuan, China","Beyond cash: a user-centric approach to mobile payment growth, service failure tolerance and continuance intention",2024,China,chengdu sichuan china,china,
2-s2.0-85204765064,"He, Z.","Center for West African Studies, University of Electronic Science and Technology of China, Chengdu, Sichuan, China","Beyond cash: a user-centric approach to mobile payment growth, service failure tolerance and continuance intention",2024,China,university of electronic science and technology of china chengdu sichuan china,china,
2-s2.0-85204765064,"Asare-Kyire, L.","School of Management and Economics of UESTC, Chengdu, Sichuan, China","Beyond cash: a user-centric approach to mobile payment growth, service failure tolerance and continuance intention",2024,China,chengdu sichuan china,china,
2-s2.0-85204725854,"Sakdapat, N.","Faculty of Humanities, University of the Thai Chamber of Commerce, Bangkok, Thailand","FINANCIAL SKILLS, ENTREPRENEURIAL QUALITIES, AND LEADERSHIP QUALITIES THAT INFLUENCE THE PREPARATORY BEHAVIOURS FOR BUSINESS COMPETITION OF UNDERGRADUATE STUDENTS IN THAILAND",2024,Thailand,university of the thai chamber of commerce bangkok thailand,thailand,
2-s2.0-85204694457,"Reddy, K.","Postgraduate Business, Toi Ohomai Institute of Technology, Rotorua, New Zealand",The impact of financial literacy on financial inclusion,2024,New Zealand,postgraduate business toi ohomai rotorua new zealand,new zealand,
2-s2.0-85204694457,"Wallace, D.","College of Business, Law and Governance, Townsville, QLD, Australia",The impact of financial literacy on financial inclusion,2024,Australia,college of business law and governance townsville qld australia,australia,
2-s2.0-85204694457,"Wellalage, N.H.","UniSA Business, Adelaide, SA, Australia",The impact of financial literacy on financial inclusion,2024,Australia,unisa business adelaide sa australia,australia,
2-s2.0-85204611468,"Hayes, D.","Behavioural Finance Lab, Financial Consumer Agency of Canada, Ottawa, ON, Canada",Make a Prioritised ‘Life List’ of All the Things You Desire from Life: Independent of any Single Job or Career,2024,Canada,behavioural finance financial consumer agency of canada ottawa on canada,canada,
2-s2.0-85204364094,"Amon, A.","Institute of Finance and Artificial Intelligence, Ekonomsko-Poslovna Fakulteta, Maribor, Slovenia",The neobanks and sustainability,2024,Slovenia,ekonomsko poslovna fakulteta maribor slovenia,slovenia,
2-s2.0-85204237205,"Desai, A.D.","Information Management and Analytics, SP Jain Institute of Management Research, Kozhikode, India",Roles of financial literacy and entrepreneurial orientation in economic empowerment of rural women entrepreneurs,2024,India,information management and analytics sp jain kozhikode india,india,
